customer_id,flight_date,flight_number,origin,destination,fare,cabin_class,distance_miles
C_0288,2022-01-01,AA263,SFO,DEN,136,,562
C_0456,2022-10-23,AA247,LAX,ORD,1254,First,3481
C_0043,2022-11-16,AA629,CLT,DEN,1098,Economy,1834
C_0269,2022-03-01,AA393,LAX,JFK,1461,First,724
C_0209,2022-11-16,AA294,LAX,DFW,271,Economy,1922
C_0469,2022-12-15,AA762,CLT,CLT,1039,Business,619
C_0334,2022-11-24,AA579,LAX,SFO,446,Economy,4428
C_0025,2022-09-24,AA976,DEN,CLT,987,Economy,4064
C_0305,2022-12-27,AA222,JFK,ORD,560,Business,1267
C_0500,2022-08-17,AA499,SFO,LAX,610,Economy,1600
C_0088,2022-09-27,AA798,ATL,ORD,,Economy,1619
C_0120,2022-11-12,AA551,ORD,ORD,489,Economy,3333
C_0225,2022-10-13,AA760,CLT,ORD,1248,Economy,3836
C_0136,2022-10-18,AA203,DFW,DFW,1977,Economy,4202
C_0251,2022-08-01,AA854,CLT,SFO,360,Business,829
C_0412,2022-06-14,AA561,SFO,JFK,1347,Economy,4616
C_0211,2022-01-05,AA842,ORD,SFO,84,Economy,2034
C_0382,2022-12-05,AA817,ORD,LAX,266,Economy,4331
C_0011,2022-03-19,AA809,DFW,JFK,770,Economy,2553
C_0439,2022-03-03,AA495,SFO,DEN,1745,Economy,3255
C_0010,2022-05-12,AA436,DEN,DEN,1065,Business,3140
C_0315,2022-03-30,AA698,JFK,DEN,1481,Business,211
C_0065,2022-08-25,AA241,DFW,JFK,568,Economy,2330
C_0389,2022-02-11,AA416,JFK,ATL,318,Business,3303
C_0080,2022-03-30,AA810,DEN,DFW,687,Economy,1631
C_0468,2022-10-23,AA657,ORD,ATL,524,Business,3357
C_0404,2022-11-24,AA899,JFK,SFO,1953,Economy,1634
C_0092,2022-10-22,AA626,DEN,DEN,1398,Economy,1156
C_0133,2022-04-14,AA655,DEN,DFW,1429,Economy,4058
C_0112,2022-01-14,AA500,ATL,JFK,139,Economy,3834
C_0195,2022-10-15,AA780,DFW,DEN,1115,Economy,4103
C_0414,2022-06-28,AA409,ATL,JFK,1438,Economy,440
C_0087,2022-05-05,AA594,CLT,DFW,1744,Economy,2155
C_0162,2022-12-19,AA655,ORD,JFK,1275,Economy,2212
C_0369,2022-01-23,AA709,DFW,JFK,1439,Economy,4265
C_0374,2022-03-04,AA872,ORD,LAX,1867,Economy,3003
C_0348,2022-05-23,AA208,ATL,SFO,,Economy,4103
C_0001,2022-06-02,AA894,SFO,ATL,1917,Economy,1224
C_0368,2022-05-25,AA471,DEN,CLT,337,Economy,800
C_0411,2022-08-13,AA954,ORD,ATL,USD 642,First,2529
C_0119,2022-11-05,AA715,DFW,ATL,530,First,2898
C_0376,2022-04-14,AA867,CLT,ORD,686,Economy,4894
C_0254,2022-04-14,AA990,DFW,LAX,550,Economy,3226
C_0191,2022-02-08,AA305,ORD,CLT,1711,Economy,1342
C_0290,2022-07-17,AA946,DFW,DEN,101,First,1211
C_0351,2022-05-14,AA142,CLT,DEN,1989,Economy,1303
C_0288,2022-03-08,AA964,DEN,DEN,152,Economy,1846
C_0116,2022-06-28,AA344,SFO,ATL,1434,Economy,1900
C_0199,2022-02-11,AA386,DEN,SFO,1497,Economy,418
C_0235,2022-01-15,AA454,DFW,ATL,748,Economy,3788
C_0230,2022-04-21,AA884,CLT,CLT,1278,Economy,926
C_0226,2022-06-06,AA575,CLT,SFO,1087,Economy,4813
C_0430,2022-10-16,AA182,ORD,LAX,1689,Economy,1011
C_0196,2022-08-19,AA209,ATL,SFO,1702,Economy,4909
C_0467,2022-06-06,AA289,DFW,CLT,519,Economy,4721
C_0441,2022-02-07,AA899,DFW,JFK,1539,Economy,1783
C_0278,2022-04-07,AA350,DFW,ATL,1377,Business,4237
C_0157,2022-10-16,AA823,DFW,DEN,1678,Economy,1082
C_0482,2022-09-11,AA390,ORD,JFK,476,Economy,631
C_0354,2022-07-15,AA744,ATL,ATL,1729,Economy,4234
C_0301,2022-03-27,AA300,ATL,DFW,159,Economy,1147
C_0173,2022-11-18,AA896,JFK,ORD,1748,Economy,4107
C_0323,2022-01-10,AA425,DFW,ATL,1638,Economy,1867
C_0021,2022-01-05,AA610,DFW,DFW,564,Economy,3182
C_0486,2022-05-03,AA508,JFK,CLT,117,Economy,2739
C_0405,2022-11-26,AA706,ATL,LAX,1319,Economy,2313
C_0188,2022-12-19,AA889,CLT,DFW,438,Economy,590
C_0465,2022-04-28,AA936,CLT,LAX,1723,Economy,282
C_0285,2022-10-21,AA607,LAX,ATL,357,Economy,1202
C_0289,2022-06-08,AA830,DEN,LAX,1998,Economy,680
C_0167,2022-10-30,AA700,LAX,DFW,1425,Economy,976
C_0190,2022-08-16,AA171,ATL,SFO,1872,Economy,4289
C_0090,2022-12-31,AA346,SFO,ORD,1139,Economy,1954
C_0382,2022-08-04,AA740,DFW,JFK,509,Economy,1448
C_0455,2022-07-03,AA823,LAX,JFK,396,Business,1336
C_0301,2022-01-15,AA954,ORD,ORD,374,Business,2899
C_0442,2022-06-06,AA707,CLT,DEN,716,Economy,3456
C_0073,2022-05-16,AA686,ORD,JFK,1672,Economy,1735
C_0082,2022-09-18,AA665,JFK,CLT,1106,Economy,3444
C_0385,2022-06-06,AA443,ATL,ATL,117,Economy,722
C_0011,2022-02-16,AA153,ATL,DEN,236,Business,1894
C_0470,2022-11-20,AA829,LAX,ATL,241,Business,2452
C_0249,2022-11-28,AA627,DFW,DFW,1286,First,3809
C_0160,2022-06-22,AA710,ATL,CLT,1673,,477
C_0107,2022-05-10,AA631,LAX,DFW,477,Economy,347
C_0458,2022-04-05,AA657,LAX,DEN,1424,Business,4714
C_0433,2022-04-25,AA292,DEN,DEN,1181,Economy,2785
C_0091,2022-08-31,AA994,DEN,CLT,1313,Business,-100
C_0241,2022-10-19,AA157,ATL,CLT,265,Economy,3820
C_0204,2022-10-09,AA536,LAX,DEN,226,Economy,-100
C_0414,2022-10-26,AA210,JFK,DEN,1638,Economy,1139
C_0316,2022-10-10,AA228,JFK,LAX,1403,,3909
C_0394,2022-03-10,AA948,DEN,SFO,610,Economy,4537
C_0460,2022-05-28,AA805,ATL,DEN,930,Economy,1423
C_0358,2022-01-11,AA951,CLT,CLT,675,Economy,3563
C_0149,2022-09-11,AA425,DFW,SFO,1523,Economy,3223
C_0475,2022-11-26,AA107,SFO,DEN,656,Economy,2017
C_0262,2022-12-26,AA128,CLT,DFW,1520,Economy,3572
C_0166,2022-02-07,AA211,JFK,ATL,1610,Business,883
C_0381,2022-05-14,AA772,JFK,SFO,1717,Economy,1432
C_0116,2022-07-19,AA230,CLT,DFW,228,Economy,3585
C_0442,2022-01-23,AA287,DEN,JFK,444,First,816
C_0008,2022-10-30,AA774,DEN,CLT,1218,First,2273
C_0229,2022-12-12,AA808,ATL,LAX,925,Economy,3110
C_0070,2022-10-29,AA574,DEN,LAX,1011,Business,2217
C_0191,2022-12-29,AA463,ORD,ATL,247,Economy,4423
C_0162,2022-08-06,AA303,SFO,DEN,1018,Economy,4708
C_0177,2022-05-21,AA311,CLT,DFW,1910,Economy,2384
C_0040,2022-04-14,AA720,CLT,JFK,1157,Economy,1557
C_0342,2022-07-29,AA375,LAX,DFW,718,Business,4866
C_0029,2022-04-21,AA172,JFK,CLT,1158,Business,3263
C_0009,2022-04-14,AA778,CLT,CLT,506,First,2668
C_0277,2022-11-12,AA871,ORD,DEN,1549,Business,4120
C_0288,2022-06-20,AA342,CLT,DEN,1326,Economy,4436
C_0072,2022-12-22,AA886,DFW,CLT,1960,Economy,2139
C_0183,2022-11-20,AA201,ORD,ORD,121,First,4056
C_0427,2022-05-13,AA784,ATL,CLT,272,Business,250
C_0010,2022-10-20,AA270,DFW,DFW,325,Business,3176
C_0177,2022-11-24,AA752,DFW,ATL,1868,First,1560
C_0087,2022-05-07,AA287,CLT,DFW,1849,Economy,3936
C_0084,2022-04-16,AA540,DEN,LAX,1319,Business,4002
C_0397,2022-04-02,AA185,CLT,JFK,1414,Business,4002
C_0086,2022-10-14,AA575,ORD,SFO,622,First,565
C_0297,2022-02-20,AA151,ATL,ATL,973,Economy,3155
C_0207,2022-01-29,AA210,JFK,ORD,520,Economy,3245
C_0287,2022-10-23,AA976,SFO,JFK,503,Economy,2203
C_0109,2022-10-24,AA953,DEN,JFK,1844,Economy,3101
C_0032,2022-08-02,AA142,ORD,SFO,1018,Economy,457
C_0429,2022-09-24,AA310,JFK,LAX,56,Economy,3659
C_0013,2022-09-14,AA299,ORD,LAX,237,Economy,244
C_0377,2022-10-29,AA909,DEN,LAX,53,Economy,468
C_0409,2022-04-11,AA957,JFK,ATL,1816,Economy,1534
C_0213,2022-12-12,AA851,DEN,DFW,1718,Economy,871
C_0452,2022-04-20,AA726,ORD,JFK,956,Economy,3838
C_0118,2022-07-01,AA125,DFW,DFW,1198,Economy,434
C_0106,2022-11-09,AA398,SFO,DFW,1088,Economy,3407
C_0015,2022-01-01,AA176,LAX,LAX,1009,Economy,2600
C_0320,2022-11-15,AA236,SFO,DFW,574,Economy,1617
C_0213,2022-02-24,AA119,DFW,JFK,679,Economy,4570
C_0188,2022-05-29,AA539,DEN,JFK,1313,Business,3454
C_0234,2022-11-05,AA310,SFO,DEN,824,Economy,639
C_0373,2022-05-17,AA851,DEN,ORD,409,Economy,850
C_0264,2022-07-21,AA650,DEN,ATL,567,Business,233
C_0223,2022-11-09,AA534,JFK,DFW,1393,Economy,2952
C_0458,2022-04-27,AA879,ATL,ATL,1304,First,3232
C_0213,2022-06-03,AA306,DEN,ATL,1103,Business,1310
C_0145,2022-10-18,AA538,SFO,ATL,1607,Economy,3481
C_0005,2022-03-04,AA878,SFO,SFO,970,Economy,661
C_0141,2022-09-01,AA765,SFO,CLT,1229,Economy,521
C_0021,2022-01-25,AA141,DFW,DEN,1703,Economy,4710
C_0117,2022-03-31,AA510,LAX,ATL,901,Economy,2074
C_0380,2022-03-16,AA622,DEN,CLT,984,Economy,3239
C_0115,2022-10-21,AA905,CLT,CLT,950,Business,2437
C_0044,2022-07-29,AA709,DEN,DEN,1778,Economy,4221
C_0204,2022-12-13,AA526,DEN,JFK,448,Economy,1456
C_0473,2022-01-17,AA374,CLT,SFO,1419,Economy,2639
C_0309,2022-05-08,AA547,JFK,DFW,1268,Economy,4209
C_0412,2022-12-30,AA983,DEN,DEN,217,Economy,3440
C_0322,2022-09-08,AA841,DFW,ORD,426,Economy,4463
C_0405,2022-06-28,AA468,ORD,CLT,1562,Economy,3502
C_0361,2022-07-01,AA319,ATL,ATL,1824,First,2911
C_0126,2022-06-01,AA676,SFO,CLT,1435,Economy,1609
C_0120,2022-01-25,AA966,DEN,SFO,1555,Economy,2628
C_0214,2022-06-29,AA331,JFK,ORD,1317,Economy,2032
C_0313,2022-07-17,AA427,DFW,JFK,1654,Economy,2224
C_0311,2022-12-10,AA542,DEN,JFK,656,Economy,3546
C_0130,2022-06-10,AA151,CLT,LAX,1060,Business,4131
C_0094,2022-06-26,AA985,JFK,ATL,638,First,3111
C_0065,2022-10-12,AA475,ORD,LAX,1244,Economy,4445
C_0366,2022-03-04,AA362,LAX,SFO,1586,Economy,3413
C_0205,2022-05-30,AA366,DEN,ORD,1479,Economy,2363
C_0387,2022-06-03,AA458,DFW,CLT,1647,Economy,1652
C_0187,2022-06-05,AA416,JFK,DFW,1280,Economy,2953
C_0212,2022-02-18,AA423,CLT,LAX,1227,Economy,3101
C_0191,2022-12-03,AA765,JFK,JFK,1859,Economy,3271
C_0261,2022-03-25,AA969,DEN,ATL,97,Economy,4246
C_0322,2022-12-27,AA977,JFK,CLT,1722,Business,505
C_0090,2022-06-26,AA751,LAX,ORD,1074,Business,1584
C_0245,2022-05-28,AA662,JFK,DEN,1820,Economy,3567
C_0477,2022-04-28,AA728,SFO,SFO,1978,Economy,1774
C_0402,2022-12-08,AA520,ATL,SFO,1841,First,1072
C_0393,2022-03-04,AA145,SFO,JFK,1480,Economy,368
C_0150,2022-07-08,AA920,ATL,DEN,1180,Business,1803
C_0412,2022-12-26,AA699,JFK,SFO,222,Economy,1230
C_0444,2022-02-18,AA819,CLT,DFW,555,Economy,1934
C_0140,2022-11-23,AA988,CLT,CLT,1203,Economy,-100
C_0293,2022-09-14,AA368,DEN,ATL,447,Business,3867
C_0466,2022-08-12,AA700,CLT,CLT,343,Economy,1476
C_0119,2022-05-21,AA480,ATL,DFW,601,Economy,742
C_0247,2022-08-03,AA217,DFW,SFO,1520,Economy,554
C_0098,2022-07-30,AA665,ATL,DFW,899,Business,4236
C_0170,2022-11-14,AA215,SFO,CLT,1089,First,3639
C_0310,2022-02-01,AA729,JFK,SFO,1712,First,783
C_0426,2022-06-07,AA359,DEN,ATL,934,First,710
C_0378,2022-10-12,AA174,ORD,ATL,1422,Economy,1146
C_0067,2022-11-01,AA579,DEN,DEN,1053,Economy,3673
C_0056,2022-10-13,AA404,DEN,DFW,1276,Economy,1398
C_0046,2022-05-24,AA106,DEN,ORD,183,Economy,3071
C_0005,2022-01-19,AA465,DFW,DEN,820,Business,4195
C_0056,2022-01-18,AA733,LAX,ATL,1599,Business,4121
C_0151,2022-09-14,nan,SFO,JFK,557,Economy,4373
C_0318,2022-03-19,AA447,JFK,SFO,1139,Economy,4735
C_0141,2022-06-24,AA537,LAX,DEN,529,First,3503
C_0315,2022-07-13,AA314,ORD,LAX,912,Economy,2647
C_0472,2022-04-23,AA528,LAX,ORD,508,Economy,3484
C_0284,2022-04-24,AA890,JFK,SFO,1415,Economy,1416
C_0465,2022-08-10,AA597,SFO,DEN,1780,Economy,1490
C_0006,2022-06-15,AA639,SFO,ATL,675,Economy,4421
C_0189,2022-11-15,AA846,JFK,CLT,208,Economy,701
C_0317,2022-05-12,AA466,ORD,ATL,210,Economy,3071
C_0219,2022-09-21,AA412,JFK,ORD,1327,First,586
C_0173,2022-02-24,AA637,ORD,LAX,1970,Economy,611
C_0093,2022-12-25,AA153,ORD,DEN,989,Economy,2206
C_0012,2022-05-11,AA640,JFK,CLT,1600,First,2347
C_0163,2022-10-15,AA566,ATL,DEN,1622,Economy,4068
C_0318,2022-09-23,AA964,SFO,DFW,204,Economy,1538
C_0368,2022-06-11,AA263,ORD,JFK,535,Business,-100
C_0005,2022-03-28,AA881,JFK,ATL,481,Economy,3388
C_0066,2022-02-24,AA433,CLT,DEN,1100,Business,1502
C_0203,2022-10-15,AA646,ATL,DEN,1053,Economy,1046
C_0324,2022-06-27,AA897,SFO,SFO,1085,Economy,725
C_0342,2022-12-15,AA447,ORD,SFO,116,Economy,2724
C_0193,2022-01-08,AA372,SFO,DEN,591,Economy,2078
C_0365,2022-11-17,AA819,ATL,LAX,145,Business,4305
C_0370,2022-11-09,AA849,SFO,JFK,264,Economy,3830
C_0336,2022-09-04,AA513,DFW,DEN,243,First,4009
C_0066,2022-11-19,AA599,DEN,ORD,1720,Business,3019
C_0169,2022-09-12,AA192,DFW,ATL,1363,Economy,3107
C_0155,2022-11-24,AA784,ATL,DFW,1617,Business,3277
C_0076,2022-02-23,AA178,ORD,SFO,934,Economy,4030
C_0261,2022-09-06,AA721,JFK,ORD,88,Economy,1258
C_0133,2022-08-27,AA316,LAX,ATL,1937,Business,2689
C_0342,2022-08-17,AA457,JFK,CLT,988,Economy,3848
C_0141,2022-03-08,AA717,SFO,SFO,988,Economy,3464
C_0336,2022-02-20,AA606,LAX,LAX,255,Economy,3801
C_0346,2022-04-07,AA658,LAX,SFO,1972,Economy,2493
C_0499,2022-04-02,AA280,SFO,JFK,991,Economy,874
C_0137,2022-09-21,AA675,SFO,JFK,604,Economy,2078
C_0176,2022-10-18,AA345,ORD,ATL,533,Economy,1211
C_0288,2022-04-06,AA343,ATL,ORD,1410,Economy,993
C_0339,2022-03-29,AA605,CLT,DFW,1569,Economy,432
C_0036,2022-03-19,AA521,JFK,LAX,820,Economy,3227
C_0476,2022-10-15,AA419,ATL,ATL,298,Economy,3809
C_0143,2022-04-30,AA186,DFW,CLT,1147,Business,2373
C_0137,2022-10-29,AA316,ORD,LAX,422,Economy,3584
C_0016,2022-06-14,AA589,ORD,JFK,1904,Economy,4806
C_0250,2022-07-01,AA618,CLT,DEN,928,Economy,2528
C_0006,2022-08-11,AA377,DFW,DEN,1881,Economy,997
C_0072,2022-11-07,AA948,JFK,DFW,1859,,3884
C_0161,2022-01-07,AA821,DEN,LAX,884,First,4687
C_0224,2022-11-26,AA268,DFW,ATL,920,First,4677
C_0366,2022-09-20,AA429,JFK,DFW,751,Business,2789
C_0356,2022-06-10,AA749,LAX,SFO,187,First,4901
C_0426,2022-05-31,AA540,SFO,SFO,997,Economy,4411
C_0315,2022-03-26,AA490,ORD,CLT,506,Economy,708
C_0496,2022-05-27,AA595,JFK,ORD,863,Business,1663
C_0036,2022-04-22,AA480,ATL,DEN,872,Economy,3562
C_0034,2022-02-05,AA405,CLT,ATL,991,Business,3310
C_0386,2022-10-12,AA841,SFO,LAX,1916,Business,1247
C_0013,2022-07-07,AA919,ATL,DFW,493,First,4635
C_0427,2022-03-23,AA772,SFO,ATL,402,Economy,368
C_0202,2022-01-02,AA612,ORD,DFW,1045,Business,1761
C_0057,2022-10-30,AA847,DFW,DFW,843,Economy,3372
C_0486,2022-07-16,AA287,DEN,DFW,460,Economy,774
C_0007,2022-01-11,AA615,DFW,LAX,727,Economy,1942
C_0443,2022-08-22,AA743,JFK,ATL,1863,Business,4770
C_0315,2022-07-14,AA526,CLT,JFK,1611,First,4216
C_0111,2022-04-29,AA601,DFW,JFK,502,Economy,2558
C_0116,2022-01-20,AA829,ORD,LAX,468,Economy,4224
C_0307,2022-09-18,AA359,CLT,SFO,499,Economy,730
C_0259,2022-10-20,AA612,JFK,LAX,1044,First,1190
C_0155,2022-09-13,AA170,LAX,DEN,1658,Economy,2320
C_0206,2022-08-10,AA577,DFW,DFW,1188,Economy,2641
C_0310,2022-08-14,AA277,DFW,ATL,100,Economy,2728
C_0094,2022-02-22,AA556,DEN,ATL,1442,Economy,2720
C_0192,2022-12-21,AA288,JFK,ORD,1987,Economy,4608
C_0290,2022-12-08,AA390,ATL,ORD,1756,Economy,1661
C_0279,2022-12-30,AA619,DFW,CLT,1853,First,-100
C_0048,2022-10-07,AA864,ORD,JFK,1588,Business,1164
C_0055,2022-03-22,AA391,DFW,ORD,259,Economy,2334
C_0017,2022-07-21,AA855,DEN,ORD,937,First,4654
C_0335,2022-06-07,AA734,LAX,JFK,1047,Economy,894
C_0062,2022-04-30,AA910,DEN,DEN,1976,Economy,2444
C_0125,2022-02-28,AA382,DFW,SFO,1042,Economy,3003
C_0237,2022-08-03,AA643,CLT,JFK,1975,Economy,4111
C_0061,2022-05-08,AA945,ATL,SFO,899,Business,3224
C_0445,2022-08-12,AA476,SFO,CLT,1886,Economy,1608
C_0044,2022-07-28,AA757,DFW,ORD,1968,Economy,4793
C_0327,2022-04-25,AA255,JFK,ATL,1927,Business,3178
C_0381,2022-07-28,AA607,DFW,ORD,676,Economy,661
C_0128,2022-01-14,AA512,ATL,DFW,728,Business,1817
C_0500,2022-01-09,AA627,JFK,CLT,1508,Business,616
C_0500,2022-02-09,AA454,ORD,SFO,826,Economy,1588
C_0259,2022-08-25,AA658,CLT,SFO,1300,Business,4567
C_0201,2022-10-08,AA862,JFK,DFW,712,Economy,4687
C_0323,2022-12-25,AA286,DEN,DFW,317,Economy,2794
C_0112,2022-07-20,AA130,LAX,DEN,165,Economy,1946
C_0500,2022-09-03,AA359,DEN,LAX,1673,Economy,3701
C_0355,2022-10-05,AA520,SFO,DFW,1903,First,3059
C_0488,2022-08-23,AA628,JFK,SFO,803,Economy,4178
C_0392,2022-01-04,AA650,ORD,ATL,1433,Economy,4690
C_0410,2022-06-03,AA403,DFW,SFO,1402,First,4957
C_0376,2022-01-29,AA138,CLT,SFO,1918,Economy,1052
C_0143,2022-04-19,AA588,JFK,DEN,1113,Economy,3490
C_0389,2022-04-08,AA743,DEN,LAX,231,Economy,1911
C_0397,2022-08-03,AA641,JFK,LAX,1563,Business,2725
C_0207,2022-10-20,AA769,JFK,DFW,1282,Economy,3846
C_0359,2022-03-16,AA377,JFK,CLT,952,Economy,2230
C_0140,2022-11-22,AA302,ORD,ORD,1346,Economy,436
C_0227,2022-05-26,AA165,CLT,SFO,1192,Economy,1256
C_0319,2022-05-08,AA207,ATL,JFK,1455,Business,2460
C_0136,2022-12-07,AA367,ATL,ORD,995,Economy,2626
C_0458,2022-02-11,AA321,JFK,ORD,1609,Economy,1225
C_0290,2022-12-22,AA903,ORD,LAX,307,Economy,1108
C_0200,2022-02-10,AA629,ORD,LAX,1556,Business,649
C_0278,2022-02-03,AA189,SFO,DEN,558,Business,768
C_0306,2022-01-17,AA792,JFK,DEN,141,Economy,3698
C_0140,2022-06-14,AA354,DEN,LAX,1234,Economy,3060
C_0150,2022-06-02,AA554,DEN,ATL,198,Economy,2526
C_0091,2022-03-17,AA352,LAX,ATL,166,Economy,-100
C_0186,2022-03-28,AA356,CLT,JFK,507,Economy,1508
C_0082,2022-04-27,AA482,JFK,LAX,614,Economy,917
C_0019,2022-12-28,AA541,LAX,DFW,863,Economy,1169
C_0379,2022-12-08,AA957,DEN,DEN,94,First,3545
C_0133,2022-01-27,AA698,DEN,LAX,1850,Economy,2685
C_0272,2022-11-09,AA189,JFK,ATL,823,Business,3855
C_0369,2022-10-14,AA848,LAX,LAX,1892,Economy,2918
C_0169,2022-05-14,AA489,LAX,ATL,283,First,1103
C_0458,2022-08-07,AA681,JFK,LAX,1448,Economy,1650
C_0019,2022-06-17,AA143,CLT,SFO,1620,Economy,1655
C_0253,2022-04-08,AA811,SFO,DFW,1923,Business,4430
C_0364,2022-09-25,AA763,LAX,CLT,1988,Economy,731
C_0193,2022-08-25,AA697,SFO,JFK,246,Economy,2467
C_0278,2022-11-05,AA118,DFW,SFO,74,Economy,532
C_0145,2022-06-22,AA200,CLT,DFW,444,Business,1521
C_0035,2022-07-09,AA706,DEN,ATL,763,Economy,4252
C_0167,2022-05-02,AA865,ATL,DEN,1858,Business,-100
C_0244,2022-02-15,AA456,CLT,DEN,1109,Economy,3726
C_0073,2022-03-05,AA641,SFO,ORD,1547,Economy,600
C_0311,2022-05-10,AA860,SFO,DFW,272,Economy,3830
C_0133,2022-11-06,AA132,SFO,LAX,913,Economy,3237
C_0073,2022-12-29,AA328,ORD,JFK,1862,Economy,4191
C_0115,2022-07-12,AA623,CLT,LAX,579,Economy,1678
C_0267,2022-11-03,AA729,LAX,LAX,1261,Economy,2114
C_0334,2022-06-30,AA961,LAX,DFW,1475,Economy,1257
C_0110,2022-10-19,AA254,ORD,CLT,306,Economy,3193
C_0168,2022-10-09,AA522,LAX,JFK,703,Business,241
C_0216,2022-01-29,AA345,ORD,ORD,1209,Business,2370
C_0340,2022-05-29,AA504,SFO,SFO,1892,Business,226
C_0097,2022-09-24,AA943,JFK,LAX,640,Economy,3733
C_0388,2022-10-23,AA858,CLT,JFK,493,Business,2818
C_0383,2022-01-11,AA640,DFW,ORD,467,Economy,1370
C_0080,2022-06-13,AA260,SFO,SFO,1365,Economy,3898
C_0217,2022-04-23,AA846,DFW,LAX,623,Business,910
C_0186,2022-07-06,AA801,DEN,JFK,178,First,3399
C_0449,2022-10-22,AA216,SFO,SFO,USD 1041,Economy,2623
C_0371,2022-08-20,AA370,ATL,DFW,390,Economy,2218
C_0472,2022-08-15,AA869,LAX,CLT,859,Economy,4960
C_0064,2022-11-06,AA791,ATL,DEN,1330,Economy,3098
C_0067,2022-04-08,AA586,JFK,DEN,1041,Business,2247
C_0096,2022-02-24,AA984,DFW,LAX,1797,Economy,1758
C_0034,2022-04-21,AA271,CLT,LAX,1639,Business,3794
C_0369,2022-06-01,AA373,SFO,SFO,1760,Economy,1922
C_0345,2022-09-03,AA358,CLT,JFK,149,Business,4252
C_0491,2022-03-10,AA234,JFK,DEN,88,First,1851
C_0442,2022-11-08,AA782,JFK,LAX,1999,Economy,1978
C_0451,2022-10-16,AA821,LAX,ORD,312,Economy,883
C_0391,2022-09-07,AA847,JFK,LAX,199,Business,1479
C_0234,2022-02-05,AA521,SFO,DEN,1706,Economy,2494
C_0163,2022-08-27,AA520,SFO,ATL,739,Economy,2210
C_0157,2022-05-28,AA285,CLT,CLT,862,Economy,1415
C_0488,2022-08-15,AA463,CLT,DEN,1403,Economy,2782
C_0281,2022-09-01,AA706,DFW,ORD,1193,Business,2093
C_0028,2022-12-03,AA477,SFO,JFK,1657,Economy,513
C_0472,2022-12-31,AA622,ATL,ORD,268,First,4194
C_0069,2022-07-20,AA679,DFW,ATL,955,Economy,643
C_0411,2022-06-03,AA990,LAX,ATL,1983,Business,1871
C_0458,2022-03-14,AA821,DFW,LAX,1887,Economy,3116
C_0332,2022-07-20,AA295,ORD,LAX,1196,Economy,3466
C_0338,2022-10-23,AA980,CLT,DEN,293,Economy,4877
C_0230,2022-01-17,AA197,ATL,DFW,935,Business,4843
C_0392,2022-05-09,AA704,CLT,CLT,636,Economy,3295
C_0498,2022-08-05,AA121,ORD,ORD,567,Business,4760
C_0422,2022-03-02,AA549,ORD,DEN,1094,Economy,2064
C_0375,2022-04-14,AA271,DEN,DFW,239,Economy,915
C_0350,2022-02-11,AA482,SFO,DEN,1298,Business,1091
C_0137,2022-01-25,AA233,LAX,CLT,964,Economy,4007
C_0112,2022-02-08,AA525,JFK,CLT,664,Economy,700
C_0299,2022-10-18,AA124,ORD,ATL,905,Economy,2982
C_0025,2022-05-11,AA602,DFW,LAX,515,Economy,2840
C_0094,2022-08-17,AA284,JFK,LAX,148,Economy,4702
C_0066,2022-04-18,AA184,DFW,CLT,879,Economy,1553
C_0017,2022-06-21,AA666,CLT,DEN,1436,Economy,902
C_0109,2022-04-12,AA862,DFW,CLT,1046,Business,2533
C_0391,2022-12-20,AA243,JFK,LAX,1156,First,2394
C_0278,2022-01-12,AA962,JFK,JFK,1766,Economy,2209
C_0010,2022-10-02,AA778,SFO,DEN,1737,Economy,583
C_0346,2022-04-11,AA511,DFW,ATL,105,Economy,2258
C_0141,2022-02-13,AA323,LAX,SFO,1775,Business,2523
C_0298,2022-11-01,AA319,SFO,DEN,1095,Economy,1085
C_0028,2022-01-17,AA278,ATL,DEN,629,Economy,1791
C_0100,2022-11-26,AA730,DEN,LAX,234,First,4598
C_0187,2022-02-26,AA532,ATL,ATL,571,Economy,2451
C_0267,2022-11-07,AA364,LAX,DEN,1651,Business,4640
C_0393,2022-10-30,AA528,SFO,LAX,313,Economy,1983
C_0208,2022-01-12,AA761,DEN,CLT,1298,Economy,4317
C_0337,2022-11-14,AA515,SFO,ORD,1708,Business,2783
C_0311,2022-03-21,AA552,JFK,ATL,1111,Economy,1929
C_0261,2022-08-04,AA826,DEN,DFW,1052,Business,462
C_0069,2022-12-05,AA296,CLT,JFK,172,Economy,2831
C_0038,2022-09-21,AA653,DFW,DFW,1903,Business,4026
C_0479,2022-05-29,AA152,ATL,SFO,1229,Economy,2630
C_0066,2022-03-22,AA579,DEN,CLT,1979,Economy,591
C_0475,2022-08-03,AA542,DFW,ATL,350,Economy,3136
C_0494,2022-07-17,AA429,SFO,DEN,882,Economy,3872
C_0235,2022-07-19,AA350,LAX,LAX,1140,Economy,739
C_0467,2022-01-25,AA906,DEN,SFO,1978,Economy,1315
C_0064,2022-03-30,AA989,DFW,ATL,694,Economy,1083
C_0235,2022-09-25,AA882,SFO,JFK,923,Economy,4523
C_0153,2022-05-23,AA222,SFO,ATL,443,Economy,2619
C_0180,2022-02-28,AA978,SFO,SFO,1725,Economy,1599
C_0166,2022-12-31,AA486,LAX,LAX,1667,Economy,1776
C_0333,2022-01-26,AA438,JFK,DFW,1643,First,2284
