user_id,registration_date,campaign_join_date,age,gender,device,total_spent,purchases,has_coupon,churn
user_0305,2022-12-12,10/26/2023,22.0,Female,Desktop,403.3364138972015,2.0,True,False
user_0306,09/30/2022,2023-08-12,59.0,Male,Mobile,779.3108979495031,2.0,False,False
user_0307,01/05/2020,2020-03-27,19.0,Female,Mobile,266.82904639691577,5.0,True,False
user_0308,2022-02-12,2022-06-11,26.0,Female,Desktop,477.87270014488416,4.0,False,False
user_0309,05/26/2022,2023-01-02,60.0,Female,Mobile,406.9505894731457,5.0,False,False
user_0310,2022-09-18,,53.0,Male,Mobile,620.4890825818818,6.0,True,False
user_0311,2022-06-02,2022-12-17,39.0,Female,Mobile,615.6551596487104,,False,False
user_0312,02/16/2020,2020-12-10,,nan,Desktop,319.8760813544057,4.0,False,False
user_0313,2022-05-16,08/30/2022,39.0,Female,Mobile,631.6384347968833,7.0,True,False
user_0314,2022-04-02,2023-03-21,51.0,Female,Desktop,423.9021834312216,3.0,False,False
user_0315,2022-07-24,2022-12-02,46.0,nan,Mobile,336.64052800966124,9.0,False,False
user_0316,2021-10-17,2022-02-25,,Male,Desktop,497.64372757153455,1.0,False,False
user_0317,2020-09-25,2021-01-14,63.0,Female,Mobile,204.6311677274964,3.0,False,True
user_0318,2021-01-04,2021-11-08,50.0,Female,Mobile,686.2612699977543,1.0,False,False
user_0319,2021-09-27,2022-09-22,35.0,Male,Desktop,488.87583791165594,2.0,False,False
user_0320,2021-10-18,09/22/2022,24.0,Female,Desktop,493.2508756403919,3.0,False,False
user_0321,2020-04-29,12/27/2020,18.0,Male,Mobile,482.5666745826986,3.0,False,False
user_0322,2022-04-10,07/24/2022,50.0,Female,Desktop,829.3700173383568,9.0,True,False
user_0323,2022-12-17,2023-06-07,18.0,Female,Mobile,803.7755377659641,8.0,False,False
user_0324,2022-01-10,2022-12-21,41.0,Male,Tablet,770.1522186798373,9.0,False,False
user_0325,04/26/2020,2021-03-26,21.0,Female,Desktop,482.9916711482324,5.0,False,False
user_0326,2022-03-01,2023-01-15,21.0,Male,Mobile,276.8750175020125,8.0,True,True
user_0327,10/09/2022,2023-08-01,35.0,Male,Desktop,496.8041114232172,3.0,False,False
user_0328,2022-12-17,2023-05-05,44.0,Male,Mobile,562.8800841454364,8.0,False,False
user_0329,2021-09-25,2022-07-16,60.0,Female,Mobile,662.5220607786556,8.0,False,False
user_0330,2021-05-27,2022-04-03,,Male,Tablet,562.2365482200487,5.0,False,False
user_0331,2022-03-12,2022-08-05,50.0,Female,Desktop,294.7011447620827,4.0,False,True
user_0332,2021-07-13,2022-01-11,45.0,Female,Mobile,392.9169059319561,2.0,False,False
user_0333,2021-05-02,03/31/2022,59.0,Male,Mobile,,4.0,False,False
user_0334,2022-06-15,2023-05-10,58.0,Female,Mobile,607.8106100811642,2.0,True,False
user_0335,2021-12-04,02/14/2022,53.0,Female,Tablet,612.7194906479934,4.0,False,False
user_0336,2021-08-03,2022-07-24,23.0,Female,Mobile,638.926377616174,4.0,True,False
user_0337,2022-02-28,2022-04-19,33.0,Male,Mobile,560.2071709344706,1.0,False,False
user_0338,05/10/2022,2023-04-07,,Male,Mobile,88.16009804627117,8.0,False,False
user_0339,2020-09-03,,40.0,Male,Mobile,154.82806434503823,6.0,False,False
user_0340,2020-06-02,04/19/2021,67.0,Male,Mobile,471.9624737320716,5.0,True,False
user_0341,2022-09-23,2023-07-20,59.0,Male,Mobile,519.6155840932785,4.0,False,False
user_0342,11/27/2021,05/16/2022,41.0,Male,Mobile,750.7331174305957,3.0,True,False
user_0343,2022-12-28,2023-11-12,66.0,Male,Mobile,515.5590295990063,7.0,True,False
user_0344,12/06/2022,02/25/2023,30.0,Male,Tablet,304.8101338280706,1.0,True,False
user_0345,2022-10-05,2023-04-09,,Male,Mobile,632.4329615554736,7.0,False,False
user_0346,2020-04-03,2021-02-17,30.0,Male,Desktop,496.5496614271515,0.0,False,False
user_0347,2022-08-15,2022-12-28,66.0,nan,Desktop,419.589042893193,9.0,False,True
user_0348,10/08/2022,04/01/2023,54.0,Male,Desktop,177.08011840597806,0.0,False,False
user_0349,2021-03-28,07/12/2021,60.0,Female,Desktop,517.0374016222465,2.0,True,True
user_0350,2022-06-30,2023-04-18,56.0,Male,Mobile,545.7635821958921,4.0,False,True
user_0351,2020-08-05,2020-11-16,59.0,nan,Mobile,300.77073917879005,5.0,True,False
user_0352,2021-04-18,2021-10-23,34.0,Male,Mobile,648.8715576412551,3.0,True,False
user_0353,03/07/2021,02/11/2022,,nan,Mobile,630.9593597301966,6.0,True,False
user_0354,2020-12-06,2021-10-29,35.0,Female,Desktop,509.78251647859514,6.0,False,False
user_0355,2021-07-04,10/25/2021,40.0,Male,Desktop,502.3445715884082,1.0,False,False
user_0356,2020-12-22,10/10/2021,68.0,Female,Desktop,689.2075493328497,1.0,False,False
user_0357,01/23/2020,2020-08-11,47.0,Female,Mobile,573.5060737562063,1.0,False,False
user_0358,2021-06-05,,51.0,Male,Tablet,359.5489102103279,1.0,False,False
user_0359,2022-03-12,2022-08-29,21.0,Female,Mobile,460.47034327997045,8.0,True,False
user_0360,2022-01-31,06/27/2022,20.0,nan,Mobile,611.3698803872159,4.0,False,False
user_0361,03/17/2021,11/21/2021,24.0,Female,Mobile,93.53581513358796,7.0,False,False
user_0362,2022-02-07,03/17/2022,35.0,Male,Desktop,313.6947902420743,4.0,False,False
user_0363,10/12/2022,2023-03-11,59.0,Female,Mobile,636.4275332677951,4.0,False,False
user_0364,2021-05-30,2021-09-08,24.0,Female,Tablet,741.7755208432225,0.0,False,False
user_0365,11/05/2022,01/22/2023,57.0,Female,Tablet,704.2097480536024,5.0,True,False
user_0366,2022-03-02,01/18/2023,23.0,Female,Desktop,678.6586624495561,3.0,False,False
user_0367,2020-12-01,2021-05-31,39.0,Male,Mobile,525.9487725342882,,False,False
user_0368,2020-09-14,2020-12-12,18.0,nan,Desktop,294.2193180624621,5.0,True,False
user_0369,05/11/2021,2021-11-02,21.0,Male,Desktop,460.67532308535306,1.0,False,False
user_0370,2022-06-14,03/12/2023,63.0,Male,Mobile,101.34618987616307,7.0,False,False
user_0371,2020-06-08,08/25/2020,66.0,Female,Mobile,760.1312172421506,0.0,True,False
user_0372,2022-05-01,2023-01-11,69.0,Female,Mobile,336.57743950513816,8.0,False,False
user_0373,2021-11-20,2022-05-17,67.0,Male,Mobile,393.3308479953594,7.0,False,False
user_0374,01/14/2021,,60.0,Female,Mobile,711.7238105281153,0.0,False,False
user_0375,2022-08-14,,46.0,Male,Tablet,177.07460857809116,9.0,True,False
user_0376,11/21/2021,05/29/2022,38.0,Male,Mobile,262.1194751949137,8.0,True,False
user_0377,2022-12-02,2023-03-19,43.0,Female,Mobile,553.594268765027,1.0,False,False
user_0378,10/11/2020,07/21/2021,31.0,Male,Tablet,604.0760830134957,2.0,False,False
user_0379,2021-01-31,2022-01-15,26.0,Male,Mobile,485.6598409651681,1.0,False,False
user_0380,2020-01-12,2020-05-05,64.0,Male,Desktop,492.18337741281846,7.0,True,False
user_0381,2021-05-13,07/23/2021,29.0,nan,Mobile,753.675590778889,1.0,True,False
user_0382,2022-01-23,2022-08-07,59.0,Male,Mobile,627.2636890121302,9.0,True,False
user_0383,2020-02-04,2020-12-09,68.0,Male,Mobile,600.2339869055091,1.0,False,False
user_0384,2021-12-27,2022-02-13,68.0,Female,Mobile,655.1292985587486,0.0,False,False
user_0385,04/28/2022,2022-09-06,23.0,Female,Mobile,439.88194506227643,6.0,False,False
user_0386,2020-03-30,10/12/2020,37.0,Male,Desktop,934.6331328286042,1.0,False,False
user_0387,02/14/2022,2022-04-20,41.0,Female,Mobile,38.49369633350335,9.0,False,False
user_0388,2021-08-27,,44.0,Male,Desktop,791.5842048237563,4.0,False,False
user_0389,2022-08-27,12/07/2022,55.0,nan,Mobile,680.4215037486218,4.0,True,False
user_0390,2022-10-18,2023-01-25,25.0,Male,Mobile,549.6576503101709,2.0,False,False
user_0391,02/21/2021,2021-10-04,18.0,Male,Desktop,516.0057915204222,2.0,False,False
user_0392,2020-04-24,2021-04-04,66.0,Male,Mobile,468.88934057257876,2.0,True,False
user_0393,2021-09-08,,66.0,Male,Desktop,720.6887175926818,5.0,True,True
user_0394,2022-04-05,05/31/2022,41.0,Female,Tablet,492.02710520002324,3.0,False,False
user_0395,2021-02-16,2021-12-06,64.0,Male,Desktop,354.42305209538256,2.0,False,False
user_0396,2021-12-29,2022-03-18,24.0,Male,Mobile,680.3965770643364,1.0,True,False
user_0397,10/17/2022,2023-09-11,36.0,Female,Mobile,816.9532468119716,,True,False
user_0398,2022-01-30,11/14/2022,39.0,Female,Desktop,114.56617538424933,3.0,False,False
user_0399,2021-11-06,04/14/2022,52.0,Male,Desktop,971.418366154064,5.0,False,False
user_0400,04/01/2021,2022-01-13,47.0,Male,Mobile,292.6537404940717,3.0,False,False
user_0401,07/08/2022,2023-05-24,46.0,Male,Mobile,307.94034469692946,7.0,True,False
user_0402,07/10/2020,05/21/2021,39.0,Male,Mobile,251.02205610147746,2.0,True,False
user_0403,2022-01-08,2022-07-06,28.0,Male,Mobile,500.169810492925,2.0,True,False
user_0404,2022-09-04,2022-11-08,37.0,Female,Mobile,244.0563430062732,2.0,True,False
user_0405,10/05/2022,2023-08-17,,Female,Mobile,268.3479872298228,7.0,False,False
user_0406,2020-04-05,03/11/2021,68.0,Male,Desktop,362.2899904832766,3.0,False,False
user_0407,10/24/2021,04/29/2022,58.0,Male,Tablet,527.6911350388679,0.0,False,True
user_0408,2020-02-06,2020-03-18,59.0,Male,Desktop,546.9707197935022,1.0,False,False
user_0409,10/05/2020,03/19/2021,51.0,Male,Mobile,748.239455882017,9.0,True,False
user_0410,2020-08-04,2021-01-24,18.0,Male,Mobile,743.6297546389826,1.0,False,False
user_0411,2022-05-16,2023-03-20,48.0,nan,Tablet,704.9222628195207,2.0,False,False
user_0412,2022-05-22,2022-10-02,,Female,Tablet,447.6765657868549,5.0,False,False
user_0413,2020-03-02,,65.0,nan,Tablet,131.76364440068244,7.0,True,True
user_0414,2021-08-18,2022-05-22,35.0,Female,Desktop,127.33712033920114,0.0,False,False
user_0415,2021-12-29,2022-05-28,34.0,Female,Mobile,703.5459752219625,8.0,True,False
user_0416,01/31/2021,05/24/2021,55.0,Female,Desktop,668.750894341474,0.0,True,False
user_0417,11/29/2021,2022-08-16,31.0,Male,Mobile,376.6591075111907,9.0,False,False
user_0418,2022-11-08,2023-09-05,40.0,Female,Mobile,211.85274974051168,1.0,False,True
user_0419,06/25/2020,2021-03-07,42.0,nan,Desktop,290.56979536618167,2.0,True,False
user_0420,01/30/2021,,32.0,Male,Mobile,534.9388604399055,6.0,True,False
user_0421,2021-03-20,09/16/2021,63.0,Female,Mobile,535.3121999709874,8.0,False,False
user_0422,2020-03-16,06/19/2020,39.0,Male,Mobile,708.5062546254,2.0,True,False
user_0423,2020-09-21,07/05/2021,20.0,Female,Mobile,409.9291085585008,7.0,False,False
user_0424,03/30/2021,2022-03-25,36.0,nan,Desktop,451.1927942996715,8.0,True,False
user_0425,12/18/2021,2022-07-25,61.0,Female,Mobile,725.0642611932878,9.0,True,False
user_0426,2022-01-04,2022-08-17,51.0,Female,Mobile,74.98101972247309,6.0,False,False
user_0427,04/30/2022,02/15/2023,52.0,Female,Mobile,563.4905893834052,3.0,False,False
user_0428,05/23/2020,11/11/2020,67.0,Female,Mobile,433.1542442736129,3.0,True,True
user_0429,2022-06-03,2022-10-11,18.0,nan,Mobile,642.5519557907486,3.0,False,False
user_0430,2022-12-28,2023-02-07,69.0,Female,Desktop,602.5213205722685,5.0,True,False
user_0431,2021-01-30,04/11/2021,38.0,Female,Mobile,360.7380711220669,3.0,True,False
user_0432,11/14/2022,2023-09-30,46.0,Female,Desktop,7034.046456784247,4.0,False,False
user_0433,08/05/2022,02/08/2023,23.0,Female,Tablet,39.60491489046365,8.0,False,False
user_0434,2022-06-09,2022-09-13,54.0,Female,Desktop,649.998299652364,6.0,False,True
user_0435,07/22/2021,2021-09-03,18.0,Female,Mobile,547.9547640129261,7.0,False,False
user_0436,2022-11-28,,68.0,Female,Mobile,,4.0,False,False
user_0437,2020-04-18,07/22/2020,18.0,Male,Desktop,420.1199927678906,4.0,False,False
user_0438,2022-12-01,07/24/2023,44.0,Male,Mobile,682.8671195296051,6.0,True,False
user_0439,2022-07-23,2023-05-04,38.0,Male,Desktop,286.0147908871721,7.0,True,True
user_0440,02/01/2021,12/08/2021,33.0,Male,Desktop,0.1,8.0,False,True
user_0441,2021-09-25,2022-08-09,61.0,Male,Tablet,481.09721192644645,1.0,False,True
user_0442,2022-01-02,2022-10-28,57.0,Female,Tablet,386.6636489893949,2.0,False,False
user_0443,2020-08-22,2021-07-27,43.0,Male,Mobile,289.83571484305594,1.0,False,False
user_0444,10/19/2021,2021-12-12,33.0,Male,Mobile,679.6210786973234,9.0,False,False
user_0445,01/20/2022,2022-03-15,45.0,Female,Tablet,741.6493347087114,6.0,True,False
user_0446,2021-08-10,02/28/2022,18.0,nan,Mobile,521.0842558731722,1.0,False,False
user_0447,2022-10-29,2023-09-11,,Female,Mobile,463.49618607636694,1.0,False,False
user_0448,2022-08-11,2022-12-10,27.0,nan,Desktop,512.5416747805044,1.0,False,False
user_0449,05/06/2021,2022-05-04,60.0,Female,Mobile,,3.0,True,False
user_0450,2022-07-01,06/11/2023,34.0,Male,Desktop,612.5191896856804,0.0,False,False
user_0451,2020-06-18,12/24/2020,40.0,Female,Desktop,192.12560276771222,1.0,False,True
user_0452,2022-08-03,2023-05-13,24.0,Female,Mobile,285.3843743139615,2.0,False,False
user_0453,2022-03-05,09/01/2022,61.0,Male,Tablet,341.7477697386396,6.0,False,False
user_0454,09/25/2021,2021-10-29,24.0,Male,Desktop,608.2710861963059,9.0,False,False
user_0455,2020-01-29,2020-11-19,61.0,Female,Desktop,439.5020285913513,0.0,False,False
user_0456,12/04/2020,2021-09-26,32.0,Male,Mobile,,5.0,False,False
user_0457,2021-05-14,2021-08-07,51.0,Female,Mobile,660.6619512757018,2.0,True,False
user_0458,2021-05-25,2021-09-14,63.0,Male,Desktop,339.78136488753086,2.0,False,False
user_0459,2020-08-04,2021-01-29,,Female,Mobile,626.6931580797241,3.0,False,False
user_0460,2022-12-29,08/05/2023,21.0,Female,Mobile,418.3585943695963,3.0,False,False
user_0461,03/20/2021,2022-01-06,,Male,Desktop,594.6360990047926,6.0,True,False
user_0462,2022-05-25,2023-03-02,31.0,Male,Mobile,670.3544327185946,2.0,False,False
user_0463,2020-06-15,2021-03-31,33.0,Female,Mobile,722.9429203625434,7.0,True,False
user_0464,03/31/2020,2021-01-27,24.0,Female,Mobile,540.4043139675833,7.0,True,False
user_0465,12/14/2021,2022-11-16,49.0,Female,Mobile,820.0247372960437,6.0,False,False
user_0466,2020-02-08,2020-07-10,36.0,Female,Desktop,588.2628712122544,1.0,True,False
user_0467,06/21/2020,2021-01-14,19.0,Female,Mobile,527.0104318915262,4.0,True,False
user_0468,2021-10-14,03/08/2022,27.0,Male,Mobile,439.4971224680127,5.0,False,False
user_0469,2022-01-23,2022-11-04,67.0,Male,Desktop,373.7381959623265,9.0,True,False
user_0470,2022-12-17,2023-01-22,34.0,Male,Tablet,583.9767452123411,3.0,False,False
user_0471,04/20/2021,2021-06-02,54.0,Female,Desktop,520.1515273959968,9.0,True,False
user_0472,2021-03-31,2021-07-24,29.0,Male,Mobile,552.1651201268779,4.0,False,False
user_0473,2022-04-08,2022-11-06,23.0,Male,Mobile,596.1491655112584,,False,False
user_0474,06/13/2022,02/16/2023,39.0,Female,Desktop,551.3202956286096,6.0,False,False
user_0475,2022-10-21,2023-07-07,49.0,Female,Mobile,902.6590813855703,1.0,True,False
user_0476,2021-01-21,07/07/2021,58.0,Male,Desktop,394.4070231643724,0.0,True,False
user_0477,2020-12-13,2021-03-17,37.0,Male,Mobile,586.4586688239413,1.0,True,False
user_0478,07/08/2020,2021-04-05,18.0,Male,Mobile,454.46135683025176,2.0,False,False
user_0479,2021-05-19,12/15/2021,64.0,Male,Desktop,7.705577284951801,1.0,False,True
user_0480,04/03/2022,10/22/2022,23.0,Female,Desktop,461.30543542631096,2.0,True,False
user_0481,07/17/2022,,36.0,Male,Desktop,312.7005888162919,9.0,True,False
user_0482,2022-07-22,2023-02-24,35.0,Female,Mobile,486.63550823191724,8.0,True,False
user_0483,2020-05-13,04/15/2021,23.0,Female,Mobile,494.719495733659,3.0,False,False
user_0484,02/27/2020,2020-07-22,62.0,Male,Mobile,577.0715775878675,8.0,False,False
user_0485,11/15/2021,06/28/2022,50.0,nan,Mobile,393.9641249367662,2.0,False,False
user_0486,11/02/2021,03/23/2022,40.0,Male,Mobile,418.98141685261186,0.0,False,False
user_0487,06/21/2020,2021-03-09,40.0,Male,Mobile,,4.0,False,False
user_0488,03/25/2022,2022-11-30,43.0,Male,Mobile,338.18829410377543,9.0,True,False
user_0489,03/20/2020,2020-05-30,30.0,Male,Tablet,132.3094018581416,9.0,True,False
user_0490,2022-06-04,2022-10-24,24.0,Male,Desktop,531.4062713852962,1.0,False,False
user_0491,2020-07-21,2020-09-05,32.0,Male,Tablet,714.1697495136489,3.0,False,False
user_0492,2022-02-02,2022-07-10,61.0,Female,Mobile,637.8360951293772,1.0,False,False
user_0493,2020-02-16,2020-05-03,44.0,nan,Tablet,535.0968391060607,1.0,False,False
user_0494,10/17/2021,2021-11-25,43.0,Female,Mobile,,2.0,False,False
user_0495,2021-04-15,2022-01-01,50.0,Male,Mobile,,4.0,False,False
user_0496,2022-08-28,2023-04-17,32.0,Female,Desktop,433.8170944541879,3.0,False,False
user_0497,2022-11-01,08/21/2023,53.0,Female,Mobile,549.504345667414,1.0,False,True
user_0498,2022-01-05,2022-08-22,62.0,Female,Mobile,558.0920445272881,9.0,True,False
user_0499,2022-02-22,09/12/2022,44.0,Female,Mobile,9294.931955160584,1.0,False,False
user_0500,2022-08-25,2022-12-19,22.0,Female,Mobile,726.8495141747757,5.0,False,False
user_0501,12/23/2020,12/20/2021,,Male,Desktop,469.57191332064576,6.0,False,False
user_0502,2022-08-29,,50.0,Female,Desktop,399.94422179900084,9.0,False,False
user_0503,2021-10-29,2022-03-16,33.0,Male,Desktop,0.1,5.0,False,False
user_0504,2021-01-07,2021-07-07,40.0,nan,Mobile,340.3392235252577,6.0,True,False
user_0505,2022-10-28,,55.0,Male,Desktop,236.9164182393136,0.0,False,False
user_0506,11/06/2021,07/25/2022,33.0,Male,Mobile,491.9207697467129,5.0,True,False
user_0507,2020-03-30,12/12/2020,31.0,Male,Mobile,249.26214990744907,2.0,False,True
user_0508,2021-11-28,07/26/2022,46.0,Female,Tablet,621.7369483337802,0.0,False,False
user_0509,2021-06-23,2021-08-19,43.0,Male,Mobile,721.6875216428077,7.0,True,False
user_0510,2022-01-01,2022-10-18,52.0,Male,Desktop,493.76864828237603,3.0,True,False
user_0511,05/18/2022,06/24/2022,32.0,nan,Mobile,303.19645674725166,9.0,False,False
user_0512,2020-02-10,2020-04-17,20.0,nan,Desktop,557.2800752363067,7.0,False,False
user_0513,2022-01-09,,40.0,Male,Desktop,,9.0,True,False
user_0514,2021-05-16,2022-01-23,46.0,Male,Mobile,816.4961258649122,3.0,False,False
user_0515,2022-08-16,2023-08-09,51.0,Female,Mobile,218.7842613525154,3.0,False,False
user_0516,2022-07-17,2022-10-03,50.0,nan,Desktop,211.36375530635235,9.0,True,False
user_0517,2021-04-05,2022-03-24,58.0,Female,Mobile,160.09271204001038,3.0,False,True
user_0518,01/01/2022,2022-07-18,58.0,Female,Mobile,272.60410924993573,5.0,False,True
user_0519,2022-01-21,06/18/2022,40.0,Male,Desktop,550.318493753726,8.0,False,False
user_0520,2022-07-13,,24.0,Female,Mobile,388.661144966015,4.0,False,False
user_0521,2022-06-27,12/22/2022,20.0,Female,Desktop,332.26599282307814,9.0,True,False
user_0522,2021-01-24,11/07/2021,49.0,Female,Mobile,707.8219535032904,7.0,True,False
user_0523,2022-06-01,12/28/2022,48.0,Male,Mobile,606.0186238175254,7.0,True,False
user_0524,09/12/2020,2021-07-26,35.0,nan,Desktop,159.05947456923764,3.0,False,True
user_0525,2021-12-09,2022-08-21,60.0,Female,Mobile,696.3449348419272,9.0,False,True
user_0526,03/25/2021,2022-01-19,24.0,Male,Mobile,601.2069444924077,8.0,False,False
user_0527,2020-01-10,08/09/2020,58.0,Female,Mobile,605.6526516060745,8.0,False,False
user_0528,04/03/2022,,18.0,Female,Mobile,385.90519521388626,,False,False
user_0529,2022-03-08,03/06/2023,31.0,Female,Mobile,462.53916404102193,5.0,False,False
user_0530,2022-05-26,2022-10-16,69.0,Female,Mobile,105.45569436057662,4.0,False,False
user_0531,10/25/2022,2023-06-24,49.0,Female,Mobile,673.3973345069251,2.0,True,False
user_0532,2022-10-12,05/03/2023,23.0,nan,Mobile,5576.999291404141,7.0,True,False
user_0533,2021-01-08,,56.0,Male,Desktop,325.8741937812112,8.0,False,False
user_0534,12/24/2022,2023-05-24,27.0,Male,Desktop,323.1717411280566,3.0,False,False
user_0535,2020-05-25,2020-10-20,24.0,Male,Mobile,860.0802233807638,8.0,False,False
user_0536,2020-08-11,2021-06-04,,Female,Desktop,366.2591870475426,8.0,False,False
user_0537,2020-06-25,2020-08-11,51.0,Female,Desktop,688.4520547087446,6.0,True,True
user_0538,05/02/2022,10/27/2022,47.0,Female,Mobile,495.2015790234437,7.0,False,False
user_0539,03/03/2020,01/28/2021,53.0,Female,Desktop,334.1780573129041,2.0,False,False
user_0540,04/06/2022,2022-09-17,38.0,Female,Mobile,297.91998934406047,4.0,False,False
user_0541,03/05/2022,2022-11-13,,nan,Desktop,374.2287825032016,2.0,False,False
user_0542,11/19/2021,2022-03-14,50.0,Male,Mobile,485.1077186448252,,False,False
user_0543,2020-04-14,2020-06-04,27.0,Female,Mobile,620.3474212776348,5.0,False,False
user_0544,2021-05-25,03/19/2022,68.0,Male,Desktop,405.8016641019168,2.0,False,False
user_0545,2021-01-19,2021-03-18,64.0,Female,Mobile,398.3176516439361,8.0,False,False
user_0546,2021-02-08,12/17/2021,59.0,Female,Mobile,323.7689710195852,0.0,False,False
user_0547,04/02/2022,2022-07-28,68.0,Female,Mobile,261.1915717079554,9.0,True,False
user_0548,06/01/2021,2022-04-04,29.0,Male,Mobile,244.46179604954756,2.0,True,False
user_0549,2021-04-20,2021-11-24,33.0,Male,Desktop,697.6057835879202,9.0,True,False
user_0550,12/09/2021,2022-01-10,58.0,Female,Desktop,394.23218307582556,6.0,True,False
user_0551,2022-02-09,2022-03-29,49.0,Female,Mobile,411.9448200888468,2.0,False,False
user_0552,2022-11-12,2023-01-10,32.0,Male,Mobile,366.67748340382957,2.0,False,False
user_0553,2022-09-23,2023-07-30,44.0,nan,Desktop,436.6287420144753,1.0,True,True
user_0554,2021-11-07,03/27/2022,45.0,Male,Mobile,574.2148348646868,8.0,True,False
user_0555,2021-12-14,07/17/2022,34.0,Female,Desktop,402.6238357660756,3.0,True,False
user_0556,2020-03-23,,63.0,Female,Mobile,536.1479774861142,9.0,False,True
user_0557,2021-04-01,01/16/2022,67.0,Female,Mobile,783.641697899528,5.0,False,False
user_0558,2020-01-01,05/13/2020,19.0,nan,Mobile,336.06719676255875,1.0,False,False
user_0559,2020-02-20,2021-02-03,53.0,Female,Mobile,412.10634600195823,8.0,False,False
user_0560,2021-11-15,2021-12-24,67.0,Female,Mobile,628.2120538823617,6.0,True,False
user_0561,2021-12-17,2022-11-13,,Male,Mobile,799.4592334363851,9.0,False,False
user_0562,2021-03-24,06/27/2021,30.0,Male,Mobile,251.53794442475976,4.0,True,False
user_0563,2022-05-30,2022-07-11,32.0,Male,Mobile,159.83919503043353,6.0,False,False
user_0564,2021-05-02,2021-08-25,42.0,Female,Mobile,499.8787298255417,3.0,False,False
user_0565,02/03/2020,2021-01-11,40.0,Male,Mobile,479.2246206056391,9.0,False,False
user_0566,2020-04-04,,39.0,Male,Mobile,640.0338592332197,6.0,False,False
user_0567,2022-12-31,2023-02-12,43.0,Male,Mobile,609.5120693242027,,False,False
user_0568,2020-06-02,2020-07-21,50.0,Male,Mobile,493.2073548251454,6.0,True,False
user_0569,09/06/2020,06/05/2021,28.0,Male,Desktop,709.8429706733582,3.0,True,False
user_0570,2021-11-04,02/11/2022,27.0,Female,Desktop,363.79646902946797,3.0,False,False
user_0571,2021-03-13,2021-07-21,42.0,Female,Mobile,542.316158415351,0.0,False,False
user_0572,2020-04-27,2020-09-14,54.0,Female,Mobile,256.85855423713605,2.0,True,False
user_0573,2022-02-09,2022-03-30,65.0,Female,Mobile,491.57434476493637,4.0,False,False
user_0574,2020-09-24,06/07/2021,60.0,Male,Desktop,6470.198550199995,4.0,False,False
user_0575,2022-12-13,2023-08-29,55.0,Female,Mobile,276.83129060473993,1.0,False,False
user_0576,2020-08-23,2021-04-11,58.0,Male,Mobile,841.890367497984,3.0,False,False
user_0577,01/23/2021,2021-11-08,62.0,Male,Desktop,135.09248642888593,0.0,False,False
user_0578,2022-09-16,11/04/2022,41.0,Female,Mobile,456.66966091704796,8.0,False,False
user_0579,02/01/2022,05/12/2022,57.0,Male,Mobile,665.4430245449337,0.0,False,False
user_0580,2021-02-04,2021-03-19,63.0,Female,Mobile,944.2711163378857,5.0,False,False
user_0581,09/15/2021,2022-05-31,50.0,Male,Desktop,535.4150083532096,6.0,False,False
user_0582,02/05/2022,04/30/2022,34.0,Female,Mobile,546.8440252125384,2.0,False,False
user_0583,07/07/2022,04/16/2023,41.0,Female,Desktop,507.93707634954984,0.0,True,False
user_0584,05/02/2022,2022-11-05,,Male,Desktop,711.4468809368325,6.0,True,False
user_0585,2021-07-31,2022-02-04,19.0,Female,Mobile,586.3407130475797,2.0,False,False
user_0586,2020-03-15,,49.0,Male,Mobile,384.98244264142295,9.0,False,False
user_0587,2021-03-10,2022-02-21,41.0,Female,Mobile,723.1023382857454,5.0,False,False
user_0588,04/12/2020,,26.0,Male,Desktop,407.5618568304346,5.0,True,False
user_0589,02/02/2022,,21.0,Female,Desktop,180.30077598320014,3.0,True,True
user_0590,01/07/2022,2022-03-07,34.0,Female,Mobile,180.9350917128844,5.0,False,False
user_0591,03/16/2022,2022-08-09,34.0,Male,Desktop,459.78637071506347,9.0,True,False
user_0592,2020-04-07,11/14/2020,67.0,nan,Mobile,520.6083131542777,3.0,True,False
user_0593,03/08/2022,2022-09-26,65.0,Female,Mobile,691.1258546097479,7.0,False,False
user_0594,2022-05-08,2022-12-06,47.0,Female,Tablet,628.1632823562204,8.0,True,False
user_0595,03/10/2021,2021-09-01,57.0,Female,Desktop,515.9701890412688,1.0,False,False
user_0596,03/22/2021,2021-08-11,28.0,Male,Mobile,702.3020982864704,6.0,False,False
user_0597,2020-09-05,06/12/2021,38.0,Female,Desktop,502.5475813261902,8.0,True,False
user_0598,2020-06-14,05/22/2021,38.0,Male,Tablet,241.9027934440104,8.0,False,False
user_0599,09/10/2022,2023-08-06,35.0,Male,Desktop,198.3095356044886,4.0,False,False
user_0600,10/16/2022,05/31/2023,46.0,nan,Desktop,755.7375415211316,0.0,False,False
user_0601,2021-06-25,03/21/2022,41.0,Female,Desktop,50.95404171958762,5.0,False,False
user_0602,01/28/2022,2022-09-12,27.0,Male,Mobile,459.85186885816626,7.0,False,False
user_0603,03/21/2020,2020-08-21,62.0,Male,Desktop,1096.3586987510048,0.0,False,False
user_0604,2020-05-12,2020-10-25,34.0,Female,Mobile,591.8466888620998,1.0,False,False
user_0605,2022-03-07,2023-02-24,35.0,Male,Desktop,458.2914359042267,0.0,False,False
user_0606,2022-06-18,2022-09-16,59.0,Male,Mobile,163.1076866693641,4.0,True,False
